time,rr,tg,tn,tx,pp,hu,fg,qq,et
2003-07-02,0.0,17.67,11.929999,25.0,1006.0,55.325,2.1499999,260.0,3.8933966
2003-07-03,0.0,12.59,8.97,18.609999,1007.7,67.98,2.62,252.0,3.3680189
2003-07-04,0.0,11.429999,7.96,16.21,1007.60004,71.11,2.34,152.0,1.9728771
2003-07-05,13.900001,8.55,6.75,12.24,1009.2,79.090004,1.8499999,167.0,2.0014813
2003-07-06,0.0,8.5199995,5.48,11.48,1012.4,69.94,2.9299998,188.0,2.247845
2003-07-07,0.0,8.33,2.22,12.679999,1016.0,64.11,1.4599999,209.0,2.4809127
2003-07-08,0.0,12.259999,5.5499997,21.289999,1014.8,63.39,1.91,233.0,3.0796041
2003-07-09,0.0,14.839999,11.259999,18.76,1013.60004,55.185,2.34,178.0,2.503059
2003-07-10,0.0,13.07,8.88,16.69,1015.2,70.425,2.28,205.0,2.7638643
2003-07-11,0.0,15.04,7.47,20.699999,1010.10004,60.545002,3.7099998,207.0,2.9278233
2003-07-12,9.6,13.17,11.49,16.8,1007.3,90.575005,0.84999996,133.0,1.8031888
2003-07-13,0.0,11.679999,10.74,13.99,1019.10004,79.415,2.31,172.0,2.236045
2003-07-14,0.0,15.92,9.179999,22.99,1022.4,58.11,1.75,215.0,3.0864594
2003-07-15,0.0,17.42,11.139999,24.529999,1020.5,52.350002,1.9699999,253.0,3.7508352
2003-07-16,0.0,18.71,11.75,25.75,1020.8,61.83,1.86,245.0,3.7258732
2003-07-17,0.0,14.639999,12.3,19.88,1023.0,62.06,2.97,239.0,3.3337312
2003-07-18,0.0,14.83,5.68,22.55,1019.9,59.045002,2.11,253.0,3.5484753
2003-07-19,0.0,18.199999,11.889999,25.67,1014.8,57.88,2.32,244.0,3.6813521
2003-07-20,2.7,15.589999,13.66,22.439999,1011.60004,70.775,1.9699999,172.0,2.4611661
2003-07-21,0.0,15.08,12.48,19.449999,1015.7,74.135,1.68,145.0,2.0484245
2003-07-22,3.0,16.1,11.429999,22.8,1011.2,79.33,2.28,188.0,2.7203455
2003-07-23,11.7,16.44,13.03,21.98,1005.7,83.475,2.7,186.0,2.716249
2003-07-24,0.0,14.0199995,11.45,17.57,1007.10004,76.105,2.6,158.0,2.185876
2003-07-25,0.0,13.99,11.099999,18.26,1010.9,72.24,2.29,200.0,2.7609103
2003-07-26,0.0,15.69,7.43,23.449999,1010.9,73.875,1.65,231.0,3.3134727
2003-07-27,0.0,19.01,13.75,26.619999,1009.7,73.86,2.87,209.0,3.2082636
2003-07-28,4.9,16.07,13.469999,20.93,1009.60004,85.625,1.5899999,117.0,1.6928741
2003-07-29,0.0,14.66,11.139999,18.58,1021.9,68.775,2.0,203.0,2.8340552
2003-07-30,0.0,15.54,9.15,22.869999,1021.3,67.94,2.1599998,235.0,3.3469975
2003-07-31,0.0,16.71,12.53,21.949999,1017.5,73.41,1.18,189.0,2.7641258
2003-08-01,0.0,18.97,12.78,25.67,1012.5,69.565,2.71,168.0,2.5745912
2003-08-02,14.8,15.139999,12.95,19.55,1011.7,77.22,2.31,140.0,1.9834049
2003-08-03,0.0,13.25,9.67,17.369999,1015.0,80.62,1.2099999,136.0,1.8417474
2003-08-04,6.8,12.11,7.25,17.32,1015.3,78.005005,1.1,151.0,1.9878534
2003-08-05,0.90000004,13.04,9.469999,16.199999,1021.10004,82.26,1.43,136.0,1.8279223
2003-08-06,0.0,12.75,11.2,14.73,1021.60004,78.79,1.4499999,131.0,1.7478659
2003-08-07,0.0,11.67,10.23,14.15,1017.60004,72.22,2.34,129.0,1.677657
2003-08-08,0.0,9.849999,5.7799997,15.29,1020.2,71.47,2.3999999,179.0,2.2148097
2003-08-09,0.0,9.389999,6.2599998,13.599999,1022.60004,66.8,2.72,156.0,1.9034622
2003-08-10,0.0,11.7,3.35,19.31,1021.0,65.45,1.42,147.0,1.9105018
2003-08-11,5.1,11.38,5.08,18.6,1018.8,73.67,1.65,133.0,1.7158521
2003-08-12,0.0,12.5199995,11.58,14.509999,1020.7,83.245,1.64,87.0,1.154608
2003-08-13,0.0,12.37,10.0199995,16.07,1014.3,81.98,1.29,85.0,1.1267942
2003-08-14,0.0,13.9,10.809999,18.449999,1007.4,79.07,2.19,92.0,1.2690809
2003-08-15,0.0,13.33,9.16,17.66,1007.60004,78.735,0.93,136.0,1.8507433
2003-08-16,0.0,12.46,10.37,16.19,1011.4,75.295,2.22,138.0,1.8356766
2003-08-17,0.0,10.809999,9.13,14.34,1015.10004,74.245,2.11,122.0,1.5529243
2003-08-18,0.0,10.51,7.8599997,13.54,1016.7,73.630005,1.8,144.0,1.8170149
2003-08-19,0.0,11.599999,6.42,16.27,1009.4,69.455,1.4499999,145.0,1.8888531
2003-08-20,0.0,11.33,7.2,14.009999,1002.10004,86.98,2.06,141.0,1.8296547
2003-08-21,0.0,13.059999,8.94,17.1,999.3,83.76,1.48,124.0,1.6821204
2003-08-22,0.0,13.559999,10.28,18.27,1000.60004,80.045,1.4,86.0,1.1800237
2003-08-23,16.9,12.53,9.469999,16.81,1005.60004,83.86,1.26,103.0,1.3757536
2003-08-24,3.2,10.0199995,8.65,12.71,1016.3,87.57,1.79,105.0,1.3075691
2003-08-25,1.6,9.86,7.66,13.82,1014.60004,82.47,1.66,86.0,1.0670527
2003-08-26,1.0,8.17,6.43,11.53,1006.3,78.315,2.48,96.0,1.1393957
2003-08-27,1.0,7.3799996,5.2,10.67,1006.8,69.975,2.6799998,92.0,1.0661962
2003-08-28,1.3000001,6.31,4.63,7.6699996,1002.8,78.715004,3.07,71.0,0.79760665
2003-08-29,0.0,5.75,4.61,7.37,1005.0,81.555,2.78,50.0,0.5511402
2003-08-30,2.6000001,5.35,3.21,8.59,1008.7,76.425,1.88,105.0,1.1402785
2003-08-31,0.0,3.57,-0.39,7.5499997,1011.9,76.15,1.5899999,114.0,1.1635417
2003-09-01,0.0,3.05,-2.3899999,7.29,1017.60004,72.265,0.97999996,107.0,1.0688502
2003-09-02,2.3,5.85,0.39999998,10.23,1013.60004,70.445,1.77,85.0,0.9358721
2003-09-03,3.0,8.16,6.02,12.429999,1002.7,83.785,2.46,62.0,0.7368973
2003-09-04,1.2,8.429999,6.6299996,12.059999,1011.4,73.455,3.11,99.0,1.181155
2003-09-05,0.0,9.29,6.46,12.49,1016.7,84.055,1.9399999,73.0,0.8905806
2003-09-06,0.0,10.58,8.84,14.32,1018.9,80.73,1.06,101.0,1.2756178
2003-09-07,0.0,10.0,4.7599998,13.96,1015.3,80.855,1.23,119.0,1.481754
2003-09-08,1.8000001,10.34,6.56,15.509999,1015.7,77.155,0.59999996,56.0,0.70368105
2003-09-09,0.0,7.74,3.37,12.21,1021.10004,80.51,0.71,99.0,1.1519433
2003-09-10,0.0,7.7,4.27,13.34,1021.9,78.950005,1.93,115.0,1.3359944
2003-09-11,0.0,8.91,3.53,15.259999,1018.5,74.56,2.1299999,100.0,1.205825
2003-09-12,0.0,7.58,3.01,12.95,1017.0,79.630005,1.25,84.0,0.97460145
2003-09-13,0.5,8.94,3.29,12.53,1020.5,75.25,1.8399999,86.0,1.036953
2003-09-14,6.4,10.16,7.3399997,13.95,1002.3,76.26,4.54,75.0,0.9434014
2003-09-15,2.4,8.55,6.49,11.259999,993.10004,78.625,2.74,55.0,0.66415656
2003-09-16,2.5,5.29,3.8999999,8.34,1004.5,71.335,2.9399998,82.0,0.89067906
2003-09-17,1.1,5.12,2.83,8.19,1007.10004,77.35,2.04,64.0,0.6903557
2003-09-18,11.0,3.6,2.48,5.1099997,991.60004,84.675,0.72999996,32.0,0.3305761
2003-09-19,1.4,1.7099999,0.29999998,3.11,1002.2,77.405,2.87,77.0,0.7387608
2003-09-20,3.6000001,2.84,-0.64,5.8599997,1005.3,84.880005,2.8799999,71.0,0.7087009
2003-09-21,0.0,6.17,4.44,8.49,1001.0,77.32,1.4599999,42.0,0.47016555
2003-09-22,0.6,5.58,3.09,9.849999,985.0,71.81,3.0,33.0,0.36549932
2003-09-23,4.5,4.93,2.4099998,7.1499996,978.7,78.155,2.9199998,41.0,0.44608426
2003-09-24,7.7000003,1.36,-1.0699999,4.5,996.10004,75.07,3.4299998,49.0,0.46562892
2003-09-25,2.8,0.25,-1.09,2.8899999,1004.9,75.73,2.27,47.0,0.42575955
2003-09-26,1.8000001,1.87,-0.97999996,4.21,1015.5,76.235,1.8499999,67.0,0.6417905
2003-09-27,0.0,1.31,-0.7,3.27,1014.4,80.335,1.15,60.0,0.56310385
2003-09-28,0.0,-0.45,-3.49,3.47,1019.60004,74.18,0.82,75.0,0.6549522
2003-09-29,0.0,-2.34,-6.5899997,2.6299999,1015.5,71.47,1.3,41.0,0.3317603
2003-09-30,0.0,-2.09,-5.67,2.74,1013.7,74.635,0.82,44.0,0.3602671
2003-10-01,0.0,-2.37,-5.6099997,2.4099998,1009.9,78.195,0.76,23.0,0.18652737
2003-10-02,0.0,-4.06,-6.87,0.25,1007.60004,79.98,1.06,42.0,0.3166544
2003-10-03,0.0,0.76,-6.73,5.7599998,997.8,87.68,1.5999999,30.0,0.2783668
2003-10-04,0.0,3.33,2.1599998,5.04,994.0,86.32105,1.36,33.0,0.33726728
2003-10-05,9.8,2.01,0.77,3.49,995.5,83.130005,0.72999996,12.0,0.11686412
2003-10-06,0.0,2.9399998,-0.32999998,6.92,995.10004,89.855,1.22,47.0,0.47348976
2003-10-07,0.0,-0.53,-3.08,3.48,1000.2,83.18,1.11,46.0,0.4051244
2003-10-08,2.0,1.09,-3.28,2.69,988.2,85.305,1.3399999,26.0,0.24569114
2003-10-09,0.0,2.85,1.49,4.5699997,989.0,83.11,1.38,32.0,0.32243857
2003-10-10,0.0,1.1899999,-0.89,4.67,992.60004,84.740005,0.84999996,49.0,0.46359426
2003-10-11,0.0,0.75,-2.48,3.47,1000.0,83.33,1.23,16.0,0.14821327
2003-10-12,0.0,2.52,1.36,3.87,1016.4,79.91,2.3799999,32.0,0.3138023
2003-10-13,0.0,2.6499999,1.73,4.8599997,1031.9,74.795,2.28,40.0,0.3907609
2003-10-14,0.0,1.18,-0.88,3.05,1037.1,83.68,0.84999996,24.0,0.22123514
2003-10-15,0.0,3.1299999,-1.37,6.2999997,1031.6,83.24,2.34,24.0,0.23860604
2003-10-16,1.6,7.68,4.73,9.309999,1021.5,79.905,3.83,21.0,0.24386334
2003-10-17,4.2000003,2.03,-2.32,9.16,1009.60004,74.06,4.7999997,22.0,0.2127009
2003-10-18,0.0,-0.75,-3.06,0.61,1015.3,77.145004,2.6699998,17.0,0.14703953
2003-10-19,0.0,-5.16,-7.6699996,-0.97999996,1019.3,77.985,1.36,32.0,0.22756925
2003-10-20,0.0,-7.5499997,-9.45,-5.08,1022.10004,76.465004,1.1,18.0,0.113746196
2003-10-21,0.0,-8.639999,-11.58,-5.7799997,1028.2001,80.94,1.13,30.0,0.17852513
2003-10-22,1.1,-2.6599998,-7.81,-1.3,1020.8,80.76,1.15,31.0,0.24657506
2003-10-23,0.0,-1.54,-2.81,-0.02,1006.60004,86.045,1.09,11.0,0.09258684
2003-10-24,1.3000001,-2.24,-3.97,0.049999997,996.7,83.225,2.4299998,5.0,0.041117493
2003-10-25,0.0,-3.4099998,-4.77,-2.29,1004.9,73.4,2.03,11.0,0.085530445
2003-10-26,5.3,-6.47,-8.639999,-2.81,1007.4,79.3,1.31,20.0,0.13469322
2003-10-27,8.7,0.19,-7.94,4.62,977.2,80.6,3.12,3.0,0.027566247
2003-10-28,1.3000001,1.05,-0.59,4.4,969.9,78.44,4.11,6.0,0.05722696
2003-10-29,2.7,0.9,-0.42999998,2.07,984.9,80.255005,3.06,16.0,0.1503993
2003-10-30,0.0,-3.97,-7.5699997,1.4599999,999.3,82.73,1.28,12.0,0.091338746
2003-10-31,0.0,-2.44,-6.6499996,-0.88,1004.9,85.635,1.41,4.0,0.03244486
2003-11-01,0.0,-0.97999996,-2.44,0.90999997,1001.10004,87.535,1.88,3.0,0.025929276
2003-11-02,0.0,0.72999996,-4.14,3.27,995.9,87.905,1.91,1.0,0.009278567
2003-11-03,0.0,0.26,-4.38,3.9299998,996.60004,84.645004,1.73,7.0,0.06374999
2003-11-04,0.0,2.95,0.29999998,5.97,1003.0,88.54,1.16,4.0,0.040135313
2003-11-05,0.0,0.31,-1.51,4.71,1014.60004,82.7,1.2099999,1.0,0.009028137
2003-11-06,4.9,6.0699997,-2.23,10.33,1017.60004,82.26,2.8,7.0,0.07746276
2003-11-07,0.0,6.41,4.15,9.889999,1034.7001,82.175,4.13,2.0,0.022184933
2003-11-08,0.0,3.85,0.14,6.43,1042.7001,85.47,1.11,2.0,0.02027832
2003-11-09,0.0,0.19,-3.4199998,6.18,1036.2001,89.333336,0.71999997,2.0,0.01774447
2003-11-10,0.0,-0.78,-6.15,4.08,1028.2001,88.54737,0.96,1.6666666,0.014286382
2003-11-11,0.0,2.53,0.22999999,4.06,1025.6,90.13572,0.84999996,1.3333334,0.0130134085
2003-11-12,1.2,3.1699998,2.3,5.65,1020.8,89.82223,1.13,1.0,0.010014693
2003-11-13,0.0,-0.29999998,-3.1499999,4.94,1021.2,90.155556,0.91999996,3.0,0.026331848
2003-11-14,0.0,-4.31,-7.4199996,-1.9399999,1011.10004,91.31667,0.93,1.0,0.0074371304
2003-11-15,0.0,0.31,-3.28,1.6999999,1009.5,92.66667,0.98999995,2.0,0.018110719
2003-11-16,0.0,-2.3899999,-6.3399997,0.14999999,1006.5,89.64118,0.56,2.0,0.016240764
2003-11-17,0.0,-1.14,-2.9299998,0.35999998,1006.3,89.39445,0.85999995,2.0,0.017118389
2003-11-18,0.0,-5.2799997,-8.16,-0.68,1006.4,89.58824,0.69,2.0,0.014266501
2003-11-19,0.0,-9.24,-12.65,-4.88,1002.0,86.552635,0.79999995,2.0,0.011755302
2003-11-20,0.0,-8.76,-12.28,-7.5499997,1007.2,85.11,0.39,2.0,0.01200769
2003-11-21,0.0,-8.98,-11.16,-6.7599998,1013.0,84.655,0.93,2.0,0.011821147
2003-11-22,0.0,-14.28,-16.58,-10.05,1013.2,79.65,1.04,2.0,0.008782544
2003-11-23,0.0,-13.99,-16.9,-10.21,1011.10004,78.0,1.03,2.0,0.008950472
2003-11-24,0.0,-11.96,-14.23,-9.42,1007.2,81.875,1.23,2.0,0.010097484
2003-11-25,0.0,-11.63,-16.19,-7.68,1011.10004,77.895004,0.59999996,2.0,0.010255972
2003-11-26,0.0,-5.3199997,-8.599999,-0.48,1017.7,79.785,1.92,2.0,0.014131638
2003-11-27,0.0,-8.22,-10.849999,-4.49,1015.0,85.18,1.17,2.0,0.012277367
2003-11-28,0.0,-4.4,-10.66,-1.89,1003.10004,84.68,2.05,2.0,0.014892059
2003-11-29,0.0,-5.5899997,-8.559999,-2.85,1005.4,84.380005,1.09,2.0,0.01406923
2003-11-30,0.0,-4.16,-7.6,0.42,1008.10004,85.61,2.05,2.0,0.01500573
2003-12-01,3.3,-1.68,-6.15,0.66999996,1012.3,87.063156,1.5799999,2.0,0.016676573
2003-12-02,0.0,2.45,-0.52,3.79,1018.60004,81.81,2.1599998,2.0,0.019538693
2003-12-03,0.0,-1.28,-4.31,3.57,1016.4,78.88947,1.11,2.0,0.016914478
2003-12-04,3.9,2.1299999,-0.65,5.0,983.9,82.936844,4.48,2.0,0.01969306
2003-12-05,2.4,-4.63,-6.5899997,0.04,996.7,82.24,3.4499998,2.0,0.014799419
2003-12-06,3.9,-4.7999997,-7.14,-3.09,1015.10004,75.035,3.23,2.0,0.014504434
2003-12-07,10.0,-0.82,-3.99,3.1799998,987.7,85.555,4.71,2.0,0.01754301
2003-12-08,1.3000001,-3.29,-4.91,-0.97999996,1003.0,78.72,4.0699997,2.0,0.015652891
2003-12-09,0.6,-6.64,-9.4,-3.6999998,1010.9,75.39,1.64,2.0,0.013325799
2003-12-10,2.2,-0.94,-6.97,3.1799998,987.7,77.81,1.74,2.0,0.017457942
2003-12-11,5.6,-2.27,-3.7099998,4.41,974.9,74.18,4.33,2.0,0.016656812
2003-12-12,4.3,-3.1899998,-4.25,0.16,984.4,84.340004,4.63,2.0,0.015913377
2003-12-13,0.0,-7.5,-15.75,-3.9199998,995.4,80.685005,2.48,2.0,0.012911748
2003-12-14,3.4,-5.54,-7.8799996,-3.98,977.4,87.66,1.15,2.0,0.014376525
2003-12-15,1.4,-5.5899997,-6.8999996,-3.8799999,996.10004,85.32,1.3399999,2.0,0.014158953
2003-12-16,0.0,-12.11,-15.57,-6.0699997,1009.10004,83.905,1.13,2.0,0.009997603
2003-12-17,0.0,-18.22,-20.25,-10.5199995,1002.3,79.255005,0.87,2.0,0.006926369
2003-12-18,8.5,-13.69,-20.25,-10.42,991.60004,76.875,1.12,2.0,0.009252512
2003-12-19,1.6,-9.4,-11.13,-5.98,988.0,84.060005,1.06,2.0,0.011778283
2003-12-20,1.3000001,-10.61,-14.57,-6.44,1002.5,85.340004,1.24,2.0,0.010921113
2003-12-21,0.0,-13.17,-17.52,-10.26,1005.7,82.770004,0.93,2.0,0.009432221
2003-12-22,0.0,-16.289999,-18.42,-11.219999,1005.10004,80.47,0.58,2.0,0.007817123
2003-12-23,0.0,-13.71,-17.76,-10.05,1007.8,82.020004,0.68,2.0,0.009123666
2003-12-24,0.8,-13.28,-18.51,-5.97,989.9,83.725,1.54,2.0,0.009489594
2003-12-25,1.5,-7.6299996,-15.389999,-2.56,975.60004,87.195,1.0799999,2.0,0.013012494
2003-12-26,0.0,-5.29,-9.87,-2.1599998,988.0,86.155,0.87,2.0,0.014439566
2003-12-27,1.5,-13.139999,-18.56,-6.71,988.4,82.57,1.7199999,2.0,0.009578352
2003-12-28,0.0,-8.53,-13.41,-4.21,974.4,83.66,2.29,2.0,0.012446064
2003-12-29,2.6000001,-4.64,-7.3399997,-2.1699998,982.0,69.385,3.54,2.0,0.014940086
2003-12-30,0.0,-9.95,-13.71,-4.44,999.0,84.54,1.03,2.0,0.011346658
2003-12-31,0.0,-18.19,-23.439999,-11.08,1026.0,80.48,0.57,2.0,0.0068043256
2004-01-01,0.0,-21.34,-24.01,-19.4,1027.8,68.200005,0.53,2.0,0.0054913354
2004-01-02,0.0,-22.39,-24.83,-21.31,1022.3,62.09,0.26999998,2.0,0.005124108
2004-01-03,0.0,-23.81,-27.4,-20.99,1014.60004,72.725,1.11,2.0,0.004657207
2004-01-04,0.0,-27.289999,-28.119999,-24.98,1014.9,80.695,0.65,2.0,0.0035836427
2004-01-05,0.0,-22.43,-27.09,-19.029999,1019.10004,77.270004,0.53999996,2.0,0.0051237247
2004-01-06,0.0,-20.46,-26.14,-14.759999,1013.0,71.25,0.71999997,2.0,0.005909619
2004-01-07,0.0,-10.4,-18.21,-6.46,1001.8,81.01,0.79999995,2.0,0.011052137
2004-01-08,0.0,-2.1699998,-8.09,0.83,1007.0,78.24,1.53,2.0,0.016388925
2004-01-09,0.0,-10.84,-14.58,-3.24,1004.8,79.625,0.45999998,2.0,0.010766104
2004-01-10,0.0,-6.93,-12.58,-3.1999998,1003.8,82.205,1.25,2.0,0.01320286
2004-01-11,0.0,-14.08,-18.74,-8.95,996.2,80.865,0.91999996,2.0,0.009008815
2004-01-12,0.0,-7.52,-16.09,-4.54,987.0,81.01,0.94,2.0,0.012976702
2004-01-13,0.0,-11.509999,-14.7699995,-4.44,988.4,78.055,2.0,2.0,0.010506082
2004-01-14,0.0,-15.32,-18.13,-10.969999,990.60004,80.305,0.53,2.0,0.008399063
2004-01-15,0.0,-14.349999,-16.44,-12.05,995.5,84.21,0.5,2.0,0.008870195
2004-01-16,0.0,-16.13,-19.07,-14.92,997.5,81.685,0.48,2.0,0.007944964
2004-01-17,1.1,-7.95,-15.099999,-5.8199997,995.8,86.35,1.02,2.0,0.012619644
2004-01-18,0.0,-8.3,-12.849999,-6.6099997,1006.10004,83.22,1.06,2.0,0.012305429
2004-01-19,0.0,-10.16,-11.19,-6.69,1016.3,73.380005,1.77,2.0,0.011076228
2004-01-20,0.0,-18.88,-24.43,-10.55,1023.0,72.07,0.52,2.0,0.006518154
2004-01-21,0.0,-23.279999,-26.15,-17.949999,1020.60004,61.175,0.7,1.0,0.002407254
2004-01-22,1.9,-18.6,-25.88,-14.62,1004.60004,69.845,0.51,2.0,0.006743031
2004-01-23,0.0,-4.91,-14.99,1.55,997.8,82.3,0.78999996,3.0,0.021898566
2004-01-24,0.0,-5.7799997,-10.639999,1.56,1003.8,77.54,0.81,3.0,0.020937348
2004-01-25,0.0,-8.29,-10.599999,-6.46,1005.2,82.46,0.87,3.0,0.018479552
2004-01-26,2.3,-5.13,-9.0,-0.19999999,997.8,82.115,2.21,4.0,0.028901542
2004-01-27,0.0,-12.04,-16.66,-5.23,994.7,76.075005,0.94,3.0,0.015224102
2004-01-28,0.0,-16.64,-19.119999,-11.259999,1001.0,79.605,0.96999997,2.0,0.0076730703
2004-01-29,0.0,-18.039999,-20.22,-13.82,1007.4,78.99,2.23,2.0,0.0069781314
2004-01-30,0.0,-20.38,-22.619999,-14.719999,1004.5,74.64,0.48,3.0,0.008978211
2004-01-31,0.0,-21.97,-25.82,-19.18,1000.8,71.555,1.16,2.0,0.005378339
2004-02-01,0.0,-13.86,-19.68,-9.099999,989.8,78.715,0.84,4.0,0.018347293
2004-02-02,0.0,-6.54,-11.17,-2.36,999.10004,83.97,1.49,6.0,0.040503968
2004-02-03,0.0,-9.33,-12.94,-4.19,1002.60004,85.78421,0.94,10.0,0.05847343
2004-02-04,0.0,-9.75,-16.539999,-6.73,988.10004,84.005005,1.0699999,4.0,0.023123825
2004-02-05,0.0,-7.7999997,-10.349999,-6.3999996,995.3,83.984215,0.63,11.0,0.06996021
2004-02-06,0.0,-11.759999,-15.509999,-7.62,997.3,84.48,0.84999996,13.0,0.06688298
2004-02-07,0.0,-6.47,-10.0,-4.33,996.3,84.745,2.24,11.0,0.07465565
2004-02-08,0.0,-14.16,-17.15,-8.24,996.10004,84.12632,0.82,10.0,0.044834193
2004-02-09,0.0,-12.679999,-16.119999,-8.03,1004.4,78.085,1.75,10.0,0.04856474
2004-02-10,0.0,-22.74,-27.0,-15.44,1013.8,77.21,0.51,9.0,0.022656914
2004-02-11,1.9,-12.0199995,-25.89,-6.56,1021.4,73.005005,1.06,4.0,0.01990957
2004-02-12,0.0,-2.26,-12.099999,3.4199998,1007.0,79.395004,2.35,7.0,0.057141587
2004-02-13,2.2,1.49,-0.19999999,3.81,1001.5,80.36,2.61,16.0,0.1523113
2004-02-14,0.0,-0.88,-1.3299999,1.8299999,1012.7,73.24,3.6799998,15.0,0.12925778
2004-02-15,1.2,-0.48,-2.18,2.61,1015.0,81.26,3.03,14.0,0.1224473
2004-02-16,1.9,-0.089999996,-3.0,2.77,1010.5,89.39474,2.11,16.0,0.14252874
2004-02-17,0.0,-1.55,-3.34,2.54,1010.2,85.345,1.65,21.0,0.17628907
2004-02-18,0.8,-2.07,-4.1,-0.71999997,1020.10004,82.885,1.39,19.0,0.15508123
2004-02-19,1.2,1.1999999,-3.49,4.5899997,1008.60004,79.875,2.9199998,5.0,0.04688586
2004-02-20,6.4,4.41,1.79,8.04,999.0,79.25,4.44,7.5,0.07934081
2004-02-21,1.2,-2.3999999,-4.35,3.07,996.10004,67.645004,2.9099998,10.0,0.0817074
2004-02-22,1.9,-5.94,-7.77,-2.3,998.5,69.51,2.19,17.0,0.11817377
2004-02-23,0.0,-8.349999,-13.86,-5.2,999.9,73.765,1.43,10.0,0.061645016
2004-02-24,0.0,-11.21,-13.74,-5.6299996,993.4,74.735,2.34,15.0,0.07980782
2004-02-25,0.0,-11.67,-14.429999,-6.62,995.5,73.04,1.79,15.0,0.077669844
2004-02-26,0.0,-15.95,-20.25,-12.65,998.2,71.465004,0.34,25.0,0.10037103
2004-02-27,0.0,-15.94,-19.06,-12.25,1001.5,76.89,0.61,30.0,0.120194726
2004-02-28,0.0,-19.77,-23.42,-15.75,1009.4,73.425,0.39,41.0,0.1273503
2004-02-29,2.8,-15.16,-23.56,-10.639999,1001.9,83.825005,0.89,30.0,0.12605716
2004-03-01,0.0,-6.87,-13.12,-3.6999998,1006.5,69.5,2.2,24.0,0.15860224
2004-03-02,0.0,-10.889999,-16.69,-6.81,1024.0,71.5,1.2099999,65.0,0.3439553
2004-03-03,0.0,-15.5,-19.06,-9.78,1034.6,64.29,0.32999998,61.0,0.2445439
2004-03-04,0.0,-15.28,-20.55,-11.99,1026.8,57.345,0.64,34.0,0.1390188
2004-03-05,1.1,-3.27,-13.58,0.83,1016.7,70.945,0.52,32.0,0.2484608
2004-03-06,1.6,-0.81,-3.29,3.12,1009.2,85.135,0.90999997,28.0,0.24248731
2004-03-07,0.0,-2.08,-3.6699998,-0.22999999,1018.2,75.020004,2.2,53.0,0.43292332
2004-03-08,0.0,-2.26,-4.61,0.75,1028.4,77.335,1.1899999,42.0,0.3382796
2004-03-09,0.0,2.8999999,-1.4499999,5.16,1031.1,83.01,2.59,57.0,0.5621637
2004-03-10,0.0,2.6699998,1.92,5.0699997,1037.2001,81.41,2.1599998,62.0,0.6043656
2004-03-11,0.0,0.11,-1.74,2.95,1036.4,88.995,0.93,80.0,0.7074364
2004-03-12,0.0,-3.98,-6.6,-1.0,1034.0,81.465004,1.14,39.0,0.29007053
2004-03-13,0.0,-7.3999996,-9.429999,-4.6,1028.2001,65.76,0.84999996,63.0,0.39941925
2004-03-14,0.0,-4.56,-9.7,-2.31,1014.0,73.65,1.77,61.0,0.44764116
2004-03-15,0.0,-5.37,-10.719999,-0.84999996,1004.7,82.44,0.91999996,67.0,0.4764611
2004-03-16,0.0,-3.9099998,-6.48,0.02,1008.3,80.895004,1.06,73.0,0.5538566
2004-03-17,1.0,-3.84,-8.29,1.4,1009.10004,74.73,2.35,47.0,0.35752922
2004-03-18,0.0,-1.76,-5.72,1.38,1001.5,79.105,2.12,53.0,0.44342288
2004-03-19,0.0,-1.29,-2.9099998,1.9699999,1004.7,77.18,6.3999996,69.0,0.5875212
2004-03-20,0.0,-2.12,-2.7,-0.08,999.5,84.095,3.6399999,48.0,0.39604032
2004-03-21,0.0,-2.51,-3.56,-1.02,998.7,77.62,4.45,60.0,0.48713225
2004-03-22,0.0,-8.34,-9.95,-3.51,1008.7,75.65,2.6499999,81.0,0.4964206
2004-03-23,0.0,-7.27,-9.3,-5.87,1020.10004,76.01,2.46,69.0,0.44280866
2004-03-24,0.0,-10.17,-14.21,-5.91,1025.8,78.855,0.71999997,102.0,0.56064624
2004-03-25,0.0,-9.099999,-13.98,-5.85,1026.0,77.615,0.78999996,111.0,0.64586455
2004-03-26,0.6,-8.76,-14.86,-3.8799999,1007.2,79.42,1.56,62.0,0.3722384
2004-03-27,1.0,-7.6,-13.94,-2.8899999,992.10004,77.425,1.4499999,85.0,0.5473062
2004-03-28,0.0,-2.6299999,-6.97,1.81,997.8,75.840004,2.21,83.0,0.6707852
2004-03-29,0.7,-2.33,-6.06,1.68,1004.60004,70.735,1.93,100.0,0.81510675
2004-03-30,1.9,-1.4699999,-4.3399997,1.54,1007.2,79.94,1.81,58.0,0.48942858
2004-03-31,0.0,-4.33,-6.97,0.83,1029.7001,58.14,1.67,101.0,0.7413584
2004-04-01,0.0,-7.7,-12.349999,-2.9199998,1032.1,71.57,1.43,127.0,0.79093206
2004-04-02,0.0,-7.1,-12.389999,0.17,1023.8,58.600002,0.94,140.0,0.90376204
2004-04-03,0.0,0.22,-7.56,6.3199997,1018.9,60.165,1.28,114.0,1.0229672
2004-04-04,0.0,-0.71,-8.179999,5.94,1011.5,60.9,1.5899999,167.0,1.4501342
2004-04-05,0.0,0.45999998,-6.0,6.7799997,1008.5,63.37,1.16,146.0,1.3306518
2004-04-06,0.0,-0.78999996,-5.38,4.69,1011.0,66.485,1.11,154.0,1.3333075
