time,rr,tg,tn,tx,pp,hu,fg,qq
2006-02-16,4.3,2.6,0.35,6.89,996.0,93.262505,2.54,61.0
2006-02-17,0.0,3.85,1.01,6.2599998,999.0,81.03,3.55,75.0
2006-02-18,4.2000003,2.3899999,-0.5,5.1099997,1003.5,88.215004,2.6,57.0
2006-02-19,0.0,2.99,-2.1699998,7.72,1005.0,79.235,2.99,102.0
2006-02-20,0.0,2.84,-0.77,8.95,1004.8,83.39,1.88,91.0
2006-02-21,0.0,1.5799999,-1.89,7.0,1013.3,89.895004,1.8499999,83.0
2006-02-22,0.0,0.96999997,-0.24,2.27,1021.3,85.385,3.25,32.0
2006-02-23,0.0,-0.74,-1.16,-0.08,1021.10004,90.37,2.6599998,36.0
2006-02-24,0.0,0.24,-2.6599998,3.8899999,1016.0,74.665,5.7599998,65.0
2006-02-25,1.2,-0.71999997,-3.3,2.6,1012.60004,71.06,4.54,75.0
2006-02-26,0.0,-3.28,-5.47,-1.5699999,1016.10004,82.295,2.77,37.0
2006-02-27,0.0,-5.23,-8.62,-1.77,1018.10004,83.435005,1.61,116.0
2006-02-28,0.0,-3.37,-7.6499996,-0.42,1008.3,83.955,3.02,56.0
2006-03-01,0.0,-2.09,-8.0199995,-0.31,1006.4,76.895004,3.9399998,80.0
2006-03-02,0.0,-4.64,-11.03,-0.19999999,1008.0,83.93,2.6799998,91.0
2006-03-03,11.5,-1.75,-6.96,5.22,1000.2,90.905,3.35,52.0
2006-03-04,7.4,-1.5899999,-2.87,1.02,999.7,91.455,1.67,42.0
2006-03-05,0.0,-3.47,-9.03,-0.88,1007.5,89.43,2.05,82.0
2006-03-06,0.90000004,-2.6499999,-8.22,-0.63,1015.7,89.740005,2.6799998,72.0
2006-03-07,0.0,-2.6299999,-10.469999,0.59,1020.3,83.89,3.1399999,109.0
2006-03-08,14.0,-4.0,-8.04,0.19,1014.0,90.015,2.1299999,100.0
2006-03-09,5.7000003,3.9499998,0.08,6.68,1001.5,92.29,3.9599998,54.0
2006-03-10,1.4,3.0,-0.84,6.33,1005.10004,83.415,3.58,110.0
2006-03-11,3.2,0.59,-4.2599998,2.28,1006.8,90.705,3.1599998,61.0
2006-03-12,0.0,-5.31,-7.71,-3.5,1025.9,82.23,4.19,110.0
2006-03-13,0.0,-4.9,-9.32,-1.24,1032.2001,74.76,3.1599998,154.0
2006-03-14,0.0,-3.75,-9.19,1.9599999,1027.9,73.765,1.78,172.0
2006-03-15,0.0,-1.75,-4.64,0.28,1022.60004,80.060005,2.57,72.0
2006-03-16,0.0,-1.39,-2.3799999,0.38,1023.3,73.82,2.32,56.0
2006-03-17,0.0,-0.14999999,-2.27,1.87,1023.4,80.85,2.5,66.0
2006-03-18,0.0,0.21,-3.6299999,4.94,1020.8,78.995,3.1999998,118.0
2006-03-19,0.0,1.17,-4.8599997,9.59,1014.3,75.755,1.37,192.0
2006-03-20,0.0,2.1499999,-5.43,11.41,1010.4,73.0,1.11,210.0
2006-03-21,1.7,3.6499999,-3.34,12.219999,1007.3,77.270004,1.3399999,119.0
2006-03-22,0.0,2.09,-1.61,3.3999999,1009.0,92.085,2.1399999,60.0
2006-03-23,0.0,0.26999998,-2.6299999,4.5099998,1013.3,75.445,2.6299999,121.0
2006-03-24,0.90000004,2.7,-1.63,8.48,1008.2,69.315,3.12,146.0
2006-03-25,4.1,7.58,1.99,13.23,1011.10004,85.975,3.07,87.0
2006-03-26,0.90000004,10.08,6.69,13.95,1015.2,90.97,2.9099998,71.0
2006-03-27,5.3,11.16,4.25,19.609999,1010.60004,83.850006,2.4199998,155.0
2006-03-28,5.4,7.39,5.5099998,9.96,1008.60004,92.665,2.5,57.0
2006-03-29,0.0,6.14,2.1699998,9.429999,1012.8,81.880005,3.53,123.0
2006-03-30,3.1000001,6.2,0.24,9.87,1013.10004,89.53,3.25,61.0
2006-03-31,0.0,11.3,3.6599998,14.429999,1011.9,72.14,5.13,159.0
2006-04-01,2.5,9.7699995,4.02,16.65,1014.7,74.51,3.0,162.0
2006-04-02,0.90000004,10.24,4.85,15.849999,1014.9,76.73,3.1999998,148.0
2006-04-03,2.1000001,7.0,4.08,11.509999,1018.2,80.270004,3.79,145.0
2006-04-04,0.0,5.62,1.3399999,10.44,1016.60004,76.025,2.87,159.0
2006-04-05,1.6,2.96,0.26,4.5499997,1010.2,82.615005,2.83,60.0
2006-04-06,0.0,1.7199999,-3.48,7.66,1016.7,71.215004,1.67,205.0
2006-04-07,0.0,2.54,-4.27,9.929999,1017.2,67.450005,1.24,243.0
2006-04-08,0.0,5.85,-3.21,14.88,1013.2,64.270004,2.1699998,253.0
2006-04-09,6.3,6.48,1.1,10.599999,1013.10004,77.23,2.56,77.0
2006-04-10,19.2,2.6499999,1.6999999,3.62,1011.9,91.245,4.38,55.0
2006-04-11,0.0,2.78,-1.78,6.69,1017.9,81.825,3.1299999,121.0
2006-04-12,0.0,2.47,-1.5699999,4.42,1015.60004,90.215004,2.79,64.0
2006-04-13,0.6,5.33,0.35,8.58,1015.10004,84.090004,3.7099998,88.0
2006-04-14,0.0,8.5199995,3.06,10.96,1014.3,83.55,4.74,79.0
2006-04-15,1.0,8.57,1.24,13.99,1014.9,86.56,2.02,149.0
2006-04-16,0.8,10.71,8.559999,14.799999,1012.10004,80.16,4.66,129.0
2006-04-17,3.9,9.67,6.73,13.44,1013.8,83.78,2.12,121.0
2006-04-18,0.0,9.45,5.21,14.73,1015.10004,72.785,1.73,169.0
2006-04-19,0.0,9.62,3.54,15.7699995,1015.60004,74.19,1.27,198.0
2006-04-20,0.0,9.84,1.52,17.99,1016.2,72.955,1.1999999,242.0
2006-04-21,0.0,11.12,1.8299999,20.56,1016.4,65.11,1.75,262.0
2006-04-22,1.8000001,11.03,2.55,19.09,1016.0,69.020004,2.24,204.0
2006-04-23,1.1,11.38,4.21,18.07,1015.4,75.725,2.32,220.0
2006-04-24,0.0,11.469999,3.02,20.38,1018.0,61.02,1.4499999,272.0
2006-04-25,1.7,13.809999,4.2599998,20.89,1017.60004,67.96,1.2099999,214.0
2006-04-26,9.2,12.599999,10.82,17.4,1017.3,88.19,1.9799999,112.0
2006-04-27,3.5,12.48,10.389999,15.29,1016.0,91.235,2.3999999,72.0
2006-04-28,1.7,9.95,5.94,11.38,1014.7,89.695,3.24,58.0
2006-04-29,0.8,5.0899997,-0.78,9.15,1014.0,78.990005,2.8,147.0
2006-04-30,0.0,4.8199997,-2.6299999,11.78,1014.5,71.125,2.1399999,250.0
2006-05-01,0.0,8.41,-0.14,15.0199995,1013.0,65.05,1.91,246.0
2006-05-02,0.0,11.33,4.49,19.15,1016.3,64.340004,1.67,280.0
2006-05-03,0.0,13.179999,3.34,21.74,1019.2,62.345,2.4099998,297.0
2006-05-04,0.0,14.45,4.83,21.92,1019.3,58.72,3.9599998,306.0
2006-05-05,0.0,13.5,5.5099998,20.439999,1020.7,57.895,3.48,307.0
2006-05-06,0.0,12.82,4.29,20.26,1020.9,50.260002,3.46,291.0
2006-05-07,0.0,12.059999,3.81,19.109999,1020.2,61.370003,3.6499999,290.0
2006-05-08,0.0,13.33,4.12,20.34,1015.2,54.195,4.22,274.0
2006-05-09,2.1000001,10.61,5.14,14.58,1013.5,76.225,3.1499999,214.0
2006-05-10,0.0,11.46,5.79,18.05,1016.4,79.380005,1.65,247.0
2006-05-11,0.0,12.389999,2.62,20.43,1017.10004,59.510002,1.6999999,298.0
2006-05-12,2.4,13.559999,2.49,22.58,1017.10004,57.81,1.93,307.0
2006-05-13,2.0,12.929999,8.98,17.49,1017.8,82.405,2.26,178.0
2006-05-14,2.6000001,12.55,7.6299996,16.609999,1021.0,84.16,2.34,194.0
2006-05-15,0.0,13.7699995,6.54,20.24,1019.10004,76.79,1.5899999,262.0
2006-05-16,14.6,14.91,11.509999,19.6,1017.10004,87.8,2.45,169.0
2006-05-17,0.0,15.349999,10.32,20.74,1019.10004,78.96,2.77,249.0
2006-05-18,7.5,14.5199995,10.32,18.81,1014.9,89.075,2.72,97.0
2006-05-19,0.0,13.37,8.599999,18.279999,1013.8,73.76,3.6999998,240.0
2006-05-20,3.5,11.59,7.23,15.94,1007.3,81.165,3.6599998,173.0
2006-05-21,0.0,11.559999,6.24,16.73,1009.7,76.48,2.6499999,192.0
2006-05-22,2.5,14.87,5.0,25.779999,1007.3,71.545,3.57,264.0
2006-05-23,0.0,12.16,9.74,14.92,1018.3,76.44,2.77,184.0
2006-05-24,0.0,11.67,5.54,16.5,1022.5,64.755005,1.89,268.0
2006-05-25,5.6,9.87,3.07,14.37,1021.8,76.545,3.01,140.0
2006-05-26,14.900001,12.5,10.01,14.759999,1020.7,91.465004,3.6299999,102.0
2006-05-27,4.8,16.16,13.889999,19.07,1020.4,79.445,4.45,164.0
2006-05-28,7.2000003,15.089999,10.389999,18.02,1016.10004,73.83,4.42,192.0
2006-05-29,12.400001,9.28,6.5899997,13.24,1011.9,86.725,2.03,110.0
2006-05-30,4.6,6.35,3.6799998,9.76,1011.0,85.69,3.1899998,178.0
2006-05-31,5.6,6.97,3.9599998,10.59,1016.9,82.71,3.1899998,167.0
2006-06-01,1.0,6.77,2.32,9.9,1021.5,85.255005,3.1399999,129.0
2006-06-02,0.0,8.38,2.44,13.7,1026.4,73.675,2.05,194.0
2006-06-03,2.1000001,10.69,3.12,16.789999,1025.3,68.945,3.3799999,243.0
2006-06-04,1.6,10.83,6.7999997,15.79,1021.2,77.515,3.36,209.0
2006-06-05,0.0,9.91,4.75,14.0,1022.10004,73.450005,2.37,157.0
2006-06-06,0.0,8.88,3.79,14.5,1025.5,75.85,2.33,191.0
2006-06-07,0.0,10.04,1.67,16.81,1027.4,72.445,1.7099999,266.0
2006-06-08,0.0,11.46,2.52,18.57,1027.7001,64.575005,1.75,296.0
2006-06-09,0.0,13.86,4.39,21.18,1025.3,59.16,1.3399999,310.0
2006-06-10,0.0,16.119999,6.39,22.71,1023.2,63.08,2.1499999,305.0
2006-06-11,0.0,15.07,6.2799997,21.4,1027.2001,59.36,3.33,332.0
2006-06-12,0.0,17.21,7.0299997,24.98,1025.4,58.54,2.6799998,348.0
2006-06-13,0.0,18.84,8.25,27.09,1021.7,59.440002,1.1,344.0
2006-06-14,0.0,19.92,9.82,28.82,1017.0,59.41,1.3199999,338.0
2006-06-15,0.0,20.72,10.57,29.34,1016.10004,60.625,1.15,301.0
2006-06-16,1.1,21.35,11.639999,28.32,1014.9,68.905,2.0,288.0
2006-06-17,0.0,19.289999,13.86,24.91,1017.3,70.225,2.3799999,285.0
2006-06-18,0.7,20.81,12.719999,28.539999,1016.9,64.435005,1.62,324.0
2006-06-19,3.4,21.34,16.289999,27.9,1014.8,71.835,2.22,298.0
2006-06-20,0.0,21.22,13.889999,28.74,1016.4,74.270004,1.62,292.0
2006-06-21,3.9,21.75,16.789999,28.25,1013.4,75.42,2.01,268.0
2006-06-22,0.0,18.789999,16.539999,21.789999,1014.60004,79.87,2.21,189.0
2006-06-23,0.0,17.33,12.599999,22.529999,1017.9,72.525,1.35,224.0
2006-06-24,0.0,19.9,10.26,27.51,1015.10004,69.770004,1.67,302.0
2006-06-25,0.0,22.09,14.9,29.42,1011.7,70.61,1.91,267.0
2006-06-26,0.0,20.89,15.44,27.099998,1015.7,72.075005,1.87,286.0
2006-06-27,19.9,20.34,14.059999,28.47,1017.60004,77.880005,1.73,294.0
2006-06-28,2.1000001,18.109999,14.46,22.949999,1018.4,84.045,1.8,191.0
2006-06-29,2.9,17.529999,13.67,23.42,1019.2,85.71,1.9599999,184.0
2006-06-30,0.0,17.81,11.92,23.39,1023.60004,76.840004,1.9,268.0
2006-07-01,0.0,17.16,10.33,22.91,1024.7001,73.675,2.4299998,301.0
2006-07-02,0.0,17.81,9.59,23.97,1021.7,66.165,3.21,321.0
2006-07-03,0.0,19.66,10.679999,26.05,1017.0,67.445,3.28,327.0
2006-07-04,0.0,20.779999,12.67,28.099998,1016.60004,69.020004,2.36,332.0
2006-07-05,0.0,22.08,12.55,30.369999,1016.3,63.965,2.06,330.0
2006-07-06,24.2,21.33,15.089999,28.68,1017.10004,65.86,2.28,272.0
2006-07-07,2.7,18.07,15.66,22.92,1016.9,86.0,2.01,144.0
2006-07-08,0.0,18.71,15.07,24.769999,1018.8,83.445,1.6899999,190.0
2006-07-09,0.0,20.38,13.53,27.279999,1018.9,74.39,1.1999999,295.0
2006-07-10,0.0,20.48,13.509999,27.07,1023.10004,72.175,1.35,276.0
2006-07-11,0.0,22.83,13.9,30.539999,1021.4,65.28,0.9,319.0
2006-07-12,0.0,22.039999,15.62,28.57,1020.9,76.155,1.8199999,256.0
2006-07-13,0.0,22.039999,15.16,29.41,1019.3,68.245,1.41,287.0
2006-07-14,0.0,21.38,14.299999,27.609999,1022.10004,68.74,3.29,271.0
2006-07-15,0.0,18.84,10.99,25.39,1026.3,54.445,3.28,308.0
2006-07-16,0.0,17.85,8.91,25.5,1026.4,54.795002,2.85,331.0
2006-07-17,0.0,18.359999,8.21,27.019999,1024.7001,53.100002,2.05,337.0
2006-07-18,0.0,20.16,9.78,29.56,1021.9,55.3,1.37,333.0
2006-07-19,0.0,21.16,10.15,32.12,1020.3,50.045002,0.91999996,332.0
2006-07-20,0.0,23.39,10.7,34.69,1018.5,46.56,1.04,321.0
2006-07-21,0.0,24.5,15.889999,32.55,1019.10004,56.775,1.48,295.0
2006-07-22,5.1,24.019999,14.799999,33.29,1016.8,56.71,1.89,288.0
2006-07-23,0.0,20.91,15.69,26.93,1018.5,81.375,1.23,207.0
2006-07-24,0.0,22.58,14.599999,31.23,1018.3,66.73,1.01,280.0
2006-07-25,0.0,23.949999,14.639999,32.309998,1016.7,58.47,1.52,299.0
2006-07-26,0.0,23.609999,15.13,33.11,1016.10004,59.06,1.63,264.0
2006-07-27,0.0,23.109999,16.0,33.62,1015.10004,69.405,1.4,258.0
2006-07-28,7.1,19.43,15.71,24.33,1012.0,83.015,1.5,200.0
2006-07-29,13.7,18.59,15.69,22.949999,1010.3,88.625,1.77,178.0
2006-07-30,3.1000001,20.24,15.349999,28.41,1013.4,81.235,1.27,256.0
2006-07-31,22.4,20.27,17.01,28.519999,1014.0,81.36,1.54,197.0
2006-08-01,0.0,18.289999,15.099999,23.14,1011.0,80.33,2.23,107.0
2006-08-02,0.0,17.039999,12.559999,22.689999,1010.10004,68.37,3.4499998,221.0
2006-08-03,2.1000001,12.79,9.469999,15.429999,1007.60004,88.705,1.49,102.0
2006-08-04,3.7,13.63,10.44,18.939999,1010.4,88.72,1.9399999,165.0
2006-08-05,5.7000003,14.34,8.559999,21.24,1013.9,84.94,2.32,187.0
2006-08-06,6.9,15.5199995,13.82,19.449999,1014.0,88.270004,3.9299998,88.0
2006-08-07,0.0,18.06,14.7,23.189999,1013.4,71.78,3.9599998,222.0
2006-08-08,0.0,16.8,8.84,23.82,1013.8,74.645,2.58,184.0
2006-08-09,0.0,14.63,8.07,20.65,1014.5,73.735,1.51,172.0
2006-08-10,3.7,12.45,9.9,15.389999,1013.3,89.68,1.8199999,111.0
2006-08-11,20.300001,11.599999,9.05,16.039999,1012.10004,88.56,2.08,120.0
2006-08-12,1.2,11.61,8.389999,17.289999,1009.0,86.32,1.74,136.0
2006-08-13,4.2000003,11.059999,6.3799996,15.91,1008.3,87.005005,2.49,174.0
2006-08-14,2.0,13.58,10.53,20.039999,1009.7,79.635,3.21,155.0
2006-08-15,0.0,14.139999,9.36,20.56,1011.60004,82.205,3.52,170.0
2006-08-16,0.6,14.599999,8.46,21.359999,1008.3,84.115005,1.8399999,172.0
2006-08-17,0.0,18.41,10.94,26.9,1006.3,75.67,1.49,239.0
2006-08-18,0.0,17.23,9.84,23.41,1009.7,74.395004,2.82,203.0
2006-08-19,5.4,18.09,8.97,27.269999,1015.5,71.91,2.21,247.0
2006-08-20,4.4,15.5199995,11.62,18.74,1020.7,90.3,2.3,143.0
2006-08-21,9.5,14.679999,9.929999,20.63,1020.0,81.965004,2.97,165.0
2006-08-22,0.0,14.42,12.16,18.08,1017.7,82.065,3.01,126.0
2006-08-23,0.0,14.82,9.139999,21.539999,1016.7,76.015,1.7199999,231.0
2006-08-24,1.5,14.139999,7.96,22.58,1011.7,82.805,2.1599998,184.0
2006-08-25,5.1,13.03,10.24,15.469999,1010.9,87.17,2.62,128.0
2006-08-26,2.9,13.63,11.139999,19.51,1010.9,87.025,1.89,157.0
2006-08-27,8.3,13.94,11.259999,18.89,1012.8,85.955,3.11,124.0
2006-08-28,12.400001,12.23,9.559999,15.91,1010.3,90.950005,3.28,74.0
2006-08-29,7.7000003,10.59,8.2699995,13.549999,1009.9,85.630005,4.06,145.0
2006-08-30,3.9,11.3,9.21,15.0199995,1017.0,84.380005,4.02,134.0
2006-08-31,0.0,12.349999,6.31,17.89,1025.0,78.86,2.77,203.0
2006-09-01,0.0,13.299999,5.97,21.52,1020.9,78.23,1.65,220.0
2006-09-02,0.0,16.38,9.099999,24.64,1016.0,77.745,1.8199999,184.0
2006-09-03,2.0,18.92,14.34,22.9,1017.3,78.135,3.56,86.0
2006-09-04,0.0,21.15,17.13,25.22,1021.9,75.78,4.63,182.0
2006-09-05,0.0,17.71,10.889999,23.15,1024.8,77.635,2.56,216.0
2006-09-06,0.0,16.619999,9.29,23.699999,1020.0,80.545,1.09,203.0
2006-09-07,0.0,19.57,11.71,28.039999,1014.10004,74.915,2.6,222.0
2006-09-08,0.0,13.389999,6.17,18.47,1026.2001,67.585,3.03,202.0
2006-09-09,0.0,12.2699995,4.0899997,20.699999,1027.4,69.25,2.34,230.0
2006-09-10,0.0,13.9,4.5699997,23.39,1024.8,69.12,2.6499999,222.0
2006-09-11,0.0,16.369999,9.639999,25.16,1022.7,71.98,1.99,214.0
2006-09-12,0.0,15.599999,8.03,25.48,1020.10004,72.44,1.7199999,216.0
2006-09-13,0.0,15.23,7.22,25.06,1017.0,71.36,1.52,215.0
2006-09-14,0.0,15.95,7.33,25.599998,1010.2,72.555,2.72,189.0
2006-09-15,0.0,16.94,10.24,20.939999,1004.9,74.375,4.0099998,116.0
2006-09-16,0.0,17.26,10.09,23.16,1008.3,79.87,2.24,141.0
2006-09-17,0.0,16.39,11.57,21.97,1008.60004,77.755005,2.35,147.0
2006-09-18,3.9,15.91,11.71,20.51,1011.8,86.36,2.08,89.0
2006-09-19,0.0,14.67,11.309999,18.3,1015.9,86.66,2.4199998,103.0
2006-09-20,0.0,14.03,9.639999,21.17,1019.4,83.18,1.43,160.0
2006-09-21,0.0,14.049999,8.17,22.08,1017.7,78.880005,2.51,192.0
2006-09-22,0.0,14.139999,6.97,23.08,1015.4,79.85,2.27,183.0
2006-09-23,0.0,14.059999,7.68,22.34,1014.4,78.630005,2.6,185.0
2006-09-24,0.0,13.83,5.5099998,22.91,1011.10004,76.935,1.5899999,189.0
2006-09-25,0.0,15.37,9.76,21.92,1008.60004,78.395004,1.56,110.0
2006-09-26,0.0,14.83,14.0199995,15.849999,1014.8,89.145004,2.6599998,47.0
2006-09-27,0.0,14.12,11.219999,16.46,1016.4,89.985,1.74,51.0
2006-09-28,0.0,12.4,9.889999,17.17,1014.4,90.45,0.78,99.0
2006-09-29,0.0,11.83,8.37,14.91,1013.7,91.995,1.28,128.0
2006-09-30,2.2,14.66,9.16,21.52,1014.0,84.115,1.54,136.0
2006-10-01,0.0,16.0,13.08,19.99,1014.60004,86.585,2.21,93.0
2006-10-02,2.0,15.16,11.8,21.0,1013.60004,79.450005,2.61,84.0
2006-10-03,6.2000003,13.99,10.87,18.08,1003.60004,89.405,2.35,59.0
2006-10-04,0.0,10.599999,5.67,13.38,1013.0,82.58,3.32,89.0
2006-10-05,0.0,8.79,3.33,13.62,1021.0,86.295,2.23,97.0
2006-10-06,0.0,9.309999,2.47,16.08,1018.7,86.89,2.1499999,80.0
2006-10-07,1.2,10.58,5.5499997,15.839999,1016.7,85.455,3.06,72.0
2006-10-08,0.0,8.309999,3.85,14.9,1024.7001,88.085,1.27,144.0
2006-10-09,0.0,8.78,2.04,18.869999,1023.0,87.125,1.16,150.0
2006-10-10,0.0,10.349999,3.8899999,19.199999,1022.0,85.145004,1.06,140.0
2006-10-11,0.0,10.38,4.18,18.73,1016.8,87.885,0.87,131.0
2006-10-12,0.0,11.48,6.3999996,19.0,1021.60004,90.740005,0.78,117.0
2006-10-13,0.0,12.759999,7.45,18.99,1027.7001,86.525,1.9699999,75.0
2006-10-14,0.0,12.65,6.18,17.14,1027.3,79.515,3.49,89.0
2006-10-15,0.0,10.08,3.1299999,16.92,1027.1,79.1,2.96,118.0
2006-10-16,0.0,6.77,1.05,13.84,1026.3,83.020004,2.82,114.0
2006-10-17,0.0,4.75,-1.0799999,11.639999,1020.60004,82.81,1.99,124.0
2006-10-18,0.0,4.14,0.42999998,9.55,1014.0,93.52143,1.27,97.0
2006-10-19,0.0,8.22,2.1499999,16.38,1006.10004,86.03,1.4399999,116.0
2006-10-20,0.0,9.95,4.73,17.25,1004.10004,87.29,1.42,101.0
2006-10-21,0.0,11.24,5.93,16.4,1007.4,89.76,1.27,49.0
2006-10-22,0.0,11.63,6.5899997,18.6,1008.8,86.26,1.9799999,112.0
2006-10-23,2.4,12.309999,7.41,17.33,1004.3,87.58,1.75,40.0
2006-10-24,0.0,13.679999,6.64,18.07,1005.10004,74.67,3.74,83.0
2006-10-25,0.0,8.53,2.59,14.61,1015.3,84.045,2.1599998,82.0
2006-10-26,0.0,10.57,3.6,20.359999,1014.7,84.67,2.1599998,118.0
2006-10-27,4.2000003,11.179999,5.68,17.97,1023.0,91.245,1.9699999,65.0
2006-10-28,0.5,13.349999,8.05,16.89,1025.8,90.615005,2.1699998,49.0
2006-10-29,0.0,13.4,9.04,15.309999,1018.9,78.29,4.7,54.0
2006-10-30,0.0,8.29,2.54,12.46,1022.5,84.765,1.26,71.0
2006-10-31,1.7,6.68,0.76,11.86,1012.60004,92.23,2.25,66.0
2006-11-01,2.7,5.98,1.02,11.259999,1015.4,76.255,5.64,79.0
2006-11-02,5.0,0.32,-3.08,2.1299999,1027.8,76.535,3.9499998,76.0
2006-11-03,0.0,0.47,-4.2999997,3.97,1030.0,84.155,2.82,73.0
2006-11-04,0.0,2.6,-3.28,5.74,1032.4,86.635,3.22,34.0
2006-11-05,2.9,5.8199997,4.45,6.98,1028.9,86.445,4.43,30.0
2006-11-06,0.0,5.45,-0.95,7.8199997,1029.2001,83.26,3.37,37.0
2006-11-07,0.0,1.63,-1.09,8.79,1026.8,93.67334,0.94,77.0
2006-11-08,0.0,5.15,-0.9,12.53,1025.2001,88.385,2.69,76.0
2006-11-09,2.3,8.62,5.12,11.21,1026.3,79.8,3.9199998,47.0
2006-11-10,0.0,2.28,-2.6299999,8.72,1035.3,80.905,1.88,79.0
2006-11-11,5.1,3.06,-3.06,8.48,1022.0,91.395004,3.54,25.0
2006-11-12,7.9,5.3599997,1.9699999,8.32,1015.3,84.92,5.8799996,47.0
2006-11-13,1.1,6.27,3.79,8.389999,1015.3,84.695,4.83,22.0
2006-11-14,1.0,10.0,8.94,11.37,1015.60004,92.205,3.22,20.0
2006-11-15,0.0,9.78,4.89,14.809999,1017.60004,88.805,1.88,77.0
2006-11-16,0.0,5.5899997,2.85,11.309999,1013.3,95.200005,1.48,75.0
2006-11-17,0.0,6.67,3.09,10.469999,1014.10004,93.58889,1.28,31.0
2006-11-18,0.0,6.5099998,3.55,11.01,1019.4,94.350006,1.4499999,47.0
2006-11-19,1.3000001,6.6499996,4.85,8.73,1021.10004,94.950005,1.9699999,37.0
2006-11-20,1.7,4.69,0.74,7.6699996,1019.9,84.975,2.47,60.0
2006-11-21,5.4,5.38,0.81,9.25,1004.60004,91.32,2.62,23.0
2006-11-22,0.0,3.07,-2.54,6.2799997,1004.5,91.700005,2.1399999,31.0
2006-11-23,0.0,1.28,-3.04,5.5299997,1004.5,92.990005,2.27,31.0
2006-11-24,0.0,5.73,1.27,12.66,1008.2,91.655,2.44,52.0
2006-11-25,0.0,4.02,0.94,10.58,1012.10004,92.695,2.29,36.0
2006-11-26,0.0,4.25,0.65,7.5699997,1023.3,,1.3299999,57.0
2006-11-27,0.0,4.64,3.58,5.7599998,1027.5,,1.8499999,30.0
2006-11-28,0.0,4.72,2.55,5.71,1025.8,,2.03,23.0
2006-11-29,0.0,3.1299999,1.06,5.22,1032.1,,1.29,21.0
2006-11-30,0.0,5.43,2.04,9.03,1035.6,93.55455,2.49,32.0
2006-12-01,0.0,4.7,3.3999999,5.74,1031.8,91.62,1.68,23.0
2006-12-02,0.0,1.78,1.06,3.6999998,1026.0,94.3,2.37,32.0
2006-12-03,1.9,2.21,0.63,5.56,1017.4,91.915,2.53,50.0
2006-12-04,7.1,6.72,3.81,9.34,1011.2,89.46,3.22,28.0
2006-12-05,0.0,9.7699995,5.6299996,13.929999,1010.9,88.355,3.1399999,35.0
2006-12-06,3.0,5.97,3.84,9.67,1010.60004,93.57001,2.52,20.0
2006-12-07,0.0,4.98,2.1399999,8.37,1012.5,88.79,2.37,58.0
2006-12-08,1.1,5.67,-0.28,10.059999,1002.8,84.485,2.95,44.0
2006-12-09,9.1,4.75,3.62,6.5299997,1010.60004,92.185005,2.18,15.0
2006-12-10,0.0,2.72,-1.15,5.8799996,1029.4,91.65263,1.67,28.0
2006-12-11,0.0,0.03,-1.04,2.19,1030.5,,2.2,29.0
2006-12-12,2.0,3.04,1.76,4.19,1026.8,91.115005,2.34,18.0
2006-12-13,0.0,1.7099999,-1.27,7.25,1031.6,93.51429,2.44,39.0
2006-12-14,0.0,-0.099999994,-2.85,4.74,1033.6,94.200005,1.5799999,62.0
2006-12-15,0.0,-1.14,-3.8799999,3.8999999,1031.9,93.950005,1.5,63.0
2006-12-16,1.7,-0.07,-4.13,6.3199997,1026.5,91.06842,2.3999999,55.0
2006-12-17,0.0,2.53,-1.78,5.3599997,1027.1,94.037506,1.87,24.0
2006-12-18,0.0,0.76,-1.18,3.8799999,1029.5,89.9,1.88,26.0
2006-12-19,0.0,0.26999998,-1.43,1.55,1034.1,80.950005,2.18,19.0
2006-12-20,0.0,1.02,-0.56,4.39,1037.2001,80.6,1.36,39.0
2006-12-21,0.0,0.72999996,-3.9499998,5.29,1040.2001,89.485,1.9799999,39.0
2006-12-22,0.0,-1.78,-5.43,4.27,1041.9,91.68,2.11,47.0
2006-12-23,0.0,-0.59,-4.7,0.48999998,1041.6,94.700005,2.1,26.0
2006-12-24,0.0,-1.18,-2.5,0.79999995,1038.5,94.325005,0.72999996,38.0
2006-12-25,0.0,-1.63,-2.97,0.049999997,1037.5,95.03334,1.9699999,17.0
2006-12-26,0.0,-2.1399999,-5.21,1.3199999,1037.6,91.880005,1.55,45.0
2006-12-27,0.0,-2.79,-4.68,-1.8399999,1035.2001,94.700005,1.49,36.0
2006-12-28,2.6000001,-1.42,-3.6799998,1.31,1030.9,92.005005,1.5899999,40.0
2006-12-29,0.0,0.71999997,-0.44,2.5,1031.4,,1.4499999,36.0
2006-12-30,0.0,-0.58,-2.05,0.39999998,1030.2001,94.700005,2.1399999,33.0
2006-12-31,1.4,3.98,-0.06,9.57,1030.0,87.435005,2.82,47.0
2007-01-01,6.8,6.99,-0.88,10.3,1019.7,84.135,5.0699997,21.0
2007-01-02,3.6000001,0.83,-1.7199999,2.55,1021.3,92.565,3.1499999,20.0
2007-01-03,0.0,3.0,2.04,4.38,1029.7001,87.33,3.24,24.0
2007-01-04,1.0,4.61,1.35,7.47,1017.4,80.575005,3.6599998,18.0
2007-01-05,1.1,5.2,5.02,5.5699997,1022.4,88.0,4.42,18.0
2007-01-06,1.8000001,6.75,5.46,8.099999,1023.10004,85.845,3.52,20.0
2007-01-07,0.0,4.97,-1.86,8.4,1021.0,82.490005,3.61,42.0
